date,store_number,sales_amount
02-07-2010,22,1120259.71
02-07-2010,23,1549113.18
02-07-2010,24,1563387.94
02-07-2010,25,759407.87
02-07-2010,26,1078455.48
02-07-2010,27,2024554.1
02-07-2010,28,1399960.15
02-07-2010,29,581473.55
02-07-2010,30,450337.47
02-07-2010,31,1311704.92
02-07-2010,32,1187988.64
02-07-2010,33,267495.76
02-07-2010,34,919229.36
02-07-2010,35,1245827.08
02-07-2010,36,434252.15
02-07-2010,37,498292.53
02-07-2010,38,361181.48
02-07-2010,39,1352547.7
02-07-2010,40,1087578.78
02-07-2010,41,1273279.79
02-07-2010,42,507168.8
02-07-2010,43,667353.79
02-07-2010,44,300628.19
02-07-2010,45,800147.84
09-07-2010,1,1546074.18
09-07-2010,2,1880902.62
09-07-2010,3,349214.18
09-07-2010,4,1812208.22
09-07-2010,5,291808.87
09-07-2010,6,1690317.99
09-07-2010,7,593462.34
09-07-2010,8,845289.77
09-07-2010,9,485389.15
09-07-2010,10,1769793.37
09-07-2010,11,1280156.47
09-07-2010,12,943506.28
09-07-2010,13,1870843.9
09-07-2010,14,2236209.13
09-07-2010,15,691497.62
09-07-2010,16,614253.33
09-07-2010,17,836915.92
09-07-2010,18,1171391.41
09-07-2010,19,1577541.24
09-07-2010,20,2107285.85
09-07-2010,21,714677.47
09-07-2010,22,1092654.26
09-07-2010,23,1417535.78
09-07-2010,24,1665502.55
09-07-2010,25,719591.13
09-07-2010,26,1122356.53
09-07-2010,27,2119163.01
09-07-2010,28,1340293.87
09-07-2010,29,563449.43
09-07-2010,30,436293.4
09-07-2010,31,1315118.4
09-07-2010,32,1077253.67
09-07-2010,33,302423.93
09-07-2010,34,911210.81
09-07-2010,35,1268766.76
09-07-2010,36,471713.59
09-07-2010,37,502456.04
09-07-2010,38,343850.34
09-07-2010,39,1330473.47
09-07-2010,40,1058250.91
09-07-2010,41,1176079.59
09-07-2010,42,570069.48
09-07-2010,43,718748.33
09-07-2010,44,280472.78
09-07-2010,45,787062
16-07-2010,1,1448938.92
16-07-2010,2,1845879.79
16-07-2010,3,352728.78
16-07-2010,4,1898427.66
16-07-2010,5,280701.7
16-07-2010,6,1560120.8
16-07-2010,7,557166.35
16-07-2010,8,848630.57
16-07-2010,9,474030.51
16-07-2010,10,1828052.47
16-07-2010,11,1290609.54
16-07-2010,12,916402.76
16-07-2010,13,1932231.05
16-07-2010,14,2130287.27
16-07-2010,15,633203.69
16-07-2010,16,586583.69
16-07-2010,17,876591.41
16-07-2010,18,1115514.61
16-07-2010,19,1412157.02
16-07-2010,20,2031852.16
16-07-2010,21,755098.41
16-07-2010,22,988392.99
16-07-2010,23,1413124.11
16-07-2010,24,1418697.05
16-07-2010,25,726997.84
16-07-2010,26,1028151.72
16-07-2010,27,1880691.64
16-07-2010,28,1225336.41
16-07-2010,29,512292.01
16-07-2010,30,438068.71
16-07-2010,31,1335433.72
16-07-2010,32,1120172.24
16-07-2010,33,280937.84
16-07-2010,34,930269.79
16-07-2010,35,1124414.87
16-07-2010,36,466962.04
16-07-2010,37,485150.01
16-07-2010,38,338277.71
16-07-2010,39,1339811.68
16-07-2010,40,959229.09
16-07-2010,41,1179788.38
16-07-2010,42,558837.27
16-07-2010,43,696844.36
16-07-2010,44,297099.95
16-07-2010,45,723708.99
23-07-2010,1,1385065.2
23-07-2010,2,1781717.71
23-07-2010,3,352864.49
23-07-2010,4,1848426.78
23-07-2010,5,274742.63
23-07-2010,6,1585240.92
23-07-2010,7,570231.21
23-07-2010,8,785515.88
23-07-2010,9,462676.5
23-07-2010,10,1831676.03
23-07-2010,11,1244390.03
23-07-2010,12,912403.67
23-07-2010,13,1907351.2
23-07-2010,14,2044155.39
23-07-2010,15,598553.43
23-07-2010,16,588344.18
23-07-2010,17,893504.87
23-07-2010,18,1032908.23
23-07-2010,19,1372043.71
23-07-2010,20,1900535.9
23-07-2010,21,765823.48
23-07-2010,22,974123.2
23-07-2010,23,1333634.45
23-07-2010,24,1333740.35
23-07-2010,25,665290.93
23-07-2010,26,971615.62
23-07-2010,27,1808250.71
23-07-2010,28,1205884.98
23-07-2010,29,506502.09
23-07-2010,30,440491.33
23-07-2010,31,1276031.84
23-07-2010,32,1109574.11
23-07-2010,33,252734.31
23-07-2010,34,902050.95
23-07-2010,35,1121756.43
23-07-2010,36,452021.2
23-07-2010,37,491998.12
23-07-2010,38,328336.85
23-07-2010,39,1314651.83
23-07-2010,40,922341.82
23-07-2010,41,1192213.87
23-07-2010,42,491115.86
23-07-2010,43,649035.55
23-07-2010,44,292680.16
23-07-2010,45,714601.11
30-07-2010,1,1371986.6
30-07-2010,2,1804246.16
30-07-2010,3,347955.05
30-07-2010,4,1796637.61
30-07-2010,5,268929.03
30-07-2010,6,1532308.78
30-07-2010,7,603547.16
30-07-2010,8,787295.09
30-07-2010,9,468675.19
30-07-2010,10,1832664.03
30-07-2010,11,1250178.89
30-07-2010,12,913548.25
30-07-2010,13,1817887.23
30-07-2010,14,2054843.28
30-07-2010,15,619224.06
30-07-2010,16,562633.67
30-07-2010,17,833517.19
30-07-2010,18,1078557.62
30-07-2010,19,1366395.96
30-07-2010,20,1955896.59
30-07-2010,21,715876.27
30-07-2010,22,970773.64
30-07-2010,23,1319773.55
30-07-2010,24,1387517.63
30-07-2010,25,682124.34
30-07-2010,26,1005324.28
30-07-2010,27,1816489.53
30-07-2010,28,1150204.71
30-07-2010,29,509872.77
30-07-2010,30,437893.76
30-07-2010,31,1231993.14
30-07-2010,32,1065350.56
30-07-2010,33,242047.03
30-07-2010,34,875976.83
30-07-2010,35,1139131.78
30-07-2010,36,432451.91
30-07-2010,37,487912.95
30-07-2010,38,336378.38
30-07-2010,39,1308222.24
30-07-2010,40,953393.02
30-07-2010,41,1211136.63
30-07-2010,42,469598.57
30-07-2010,43,622112.23
30-07-2010,44,275020.96
30-07-2010,45,716859.27
06-08-2010,1,1605491.78
06-08-2010,2,1991909.98
06-08-2010,3,402635.76
06-08-2010,4,1907638.58
06-08-2010,5,303043.02
06-08-2010,6,1633241.59
06-08-2010,7,643854.17
06-08-2010,8,893399.77
06-08-2010,9,522815.45
06-08-2010,10,1949236.09
06-08-2010,11,1369634.92
06-08-2010,12,967576.95
06-08-2010,13,1969121.45
06-08-2010,14,2219813.5
06-08-2010,15,639651.24
06-08-2010,16,586936.45
06-08-2010,17,795301.17
06-08-2010,18,1166117.85
06-08-2010,19,1492060.89
06-08-2010,20,1910177.38
06-08-2010,21,739279.19
06-08-2010,22,1010326.14
06-08-2010,23,1417013.07
06-08-2010,24,1442819.28
06-08-2010,25,699464.43
06-08-2010,26,1125329.77
06-08-2010,27,1908036.68
06-08-2010,28,1523101.38
06-08-2010,29,519787.93
06-08-2010,30,441407.06
06-08-2010,31,1352401.08
06-08-2010,32,1144552.09
06-08-2010,33,262789.95
06-08-2010,34,987435.35
06-08-2010,35,1180183.39
06-08-2010,36,467442.94
06-08-2010,37,508576.62
06-08-2010,38,378574.44
06-08-2010,39,1409989.67
06-08-2010,40,1057295.87
06-08-2010,41,1338132.72
06-08-2010,42,579544.21
06-08-2010,43,698536.06
06-08-2010,44,296804.49
06-08-2010,45,746517.32
13-08-2010,1,1508237.76
13-08-2010,2,1895601.05
13-08-2010,3,339597.38
13-08-2010,4,2007050.75
13-08-2010,5,286477.35
13-08-2010,6,1547654.98
13-08-2010,7,598185.4
13-08-2010,8,867919.21
13-08-2010,9,481897.98
13-08-2010,10,1962996.7
13-08-2010,11,1384339.1
13-08-2010,12,928264.4
13-08-2010,13,1877592.55
13-08-2010,14,2052984.81
13-08-2010,15,622437.08
13-08-2010,16,543757.97
13-08-2010,17,759995.18
13-08-2010,18,1084722.78
13-08-2010,19,1418027.08
13-08-2010,20,2071022.45
13-08-2010,21,793589.18
13-08-2010,22,993097.43
13-08-2010,23,1346345.97
13-08-2010,24,1384243.75
13-08-2010,25,686072.39
13-08-2010,26,1011938.29
13-08-2010,27,1864436.12
13-08-2010,28,1218688.09
13-08-2010,29,495269
13-08-2010,30,444160.07
13-08-2010,31,1327719.34
13-08-2010,32,1157975.68
13-08-2010,33,265367.51
13-08-2010,34,951208.65
13-08-2010,35,1090587.5
13-08-2010,36,470436.8
13-08-2010,37,491815.83
13-08-2010,38,341400.72
13-08-2010,39,1371465.66
13-08-2010,40,924011.76
13-08-2010,41,1285976.53
13-08-2010,42,583079.97
13-08-2010,43,713479.91
13-08-2010,44,291028.09
13-08-2010,45,722262.21
20-08-2010,1,1513080.49
20-08-2010,2,1964335.23
20-08-2010,3,351728.21
20-08-2010,4,1997181.09
20-08-2010,5,287205.38
20-08-2010,6,1539930.5
20-08-2010,7,582353.17
20-08-2010,8,870676.44
20-08-2010,9,499325.38
20-08-2010,10,1983190.56
20-08-2010,11,1430192.37
20-08-2010,12,948447.34
20-08-2010,13,1997397.63
20-08-2010,14,2057138.31
20-08-2010,15,637090.44
20-08-2010,16,521516.96
20-08-2010,17,783929.7
20-08-2010,18,1141860.67
20-08-2010,19,1419383.19
20-08-2010,20,1975374.56
20-08-2010,21,848873.28
20-08-2010,22,1017045.44
20-08-2010,23,1439901.05
20-08-2010,24,1375307.54
20-08-2010,25,724499.81
20-08-2010,26,1007385.36
20-08-2010,27,1936878.46
20-08-2010,28,1195897.6
20-08-2010,29,531640.19
20-08-2010,30,447139.8
20-08-2010,31,1376571.21
20-08-2010,32,1189887.86
20-08-2010,33,230519.49
20-08-2010,34,985152.94
20-08-2010,35,1033719.5
20-08-2010,36,437949.9
20-08-2010,37,486930.72
20-08-2010,38,329139.73
20-08-2010,39,1471816.52
20-08-2010,40,932397
20-08-2010,41,1353838.39
20-08-2010,42,500945.63
20-08-2010,43,712869.09
20-08-2010,44,284740.5
20-08-2010,45,708568.29
27-08-2010,1,1449142.92
27-08-2010,2,1863840.49
27-08-2010,3,362134.09
27-08-2010,4,1848403.92
27-08-2010,5,288519.75
27-08-2010,6,1450766.12
27-08-2010,7,554309.24
27-08-2010,8,888816.78
27-08-2010,9,506789.66
27-08-2010,10,1727565.42
27-08-2010,11,1311263.07
27-08-2010,12,1004516.46
27-08-2010,13,1908278.27
27-08-2010,14,2020332.07
27-08-2010,15,649791.15
27-08-2010,16,581010.52
27-08-2010,17,802583.89
27-08-2010,18,1214302.76
27-08-2010,19,1557888.16
27-08-2010,20,1946369.57
27-08-2010,21,855882.57
27-08-2010,22,1081420.96
27-08-2010,23,1584623.36
27-08-2010,24,1350059.35
27-08-2010,25,711461.95
27-08-2010,26,977322.52
27-08-2010,27,1870684.21
27-08-2010,28,1191585.92
27-08-2010,29,545766.13
27-08-2010,30,443810.78
27-08-2010,31,1326621.98
27-08-2010,32,1140501.03
27-08-2010,33,224031.19
27-08-2010,34,855421.39
27-08-2010,35,917693.06
27-08-2010,36,412050.73
27-08-2010,37,512157.25
27-08-2010,38,322868.56
27-08-2010,39,1417515.93
27-08-2010,40,922328.02
27-08-2010,41,1173131.63
27-08-2010,42,465993.51
27-08-2010,43,655284.69
27-08-2010,44,293155.08
27-08-2010,45,721744.33
03-09-2010,1,1540163.53
03-09-2010,2,1904608.09
03-09-2010,3,366473.97
03-09-2010,4,1935857.58
03-09-2010,5,323798
03-09-2010,6,1510925.32
03-09-2010,7,532765.05
03-09-2010,8,899036.47
03-09-2010,9,511049.06
03-09-2010,10,1766331.45
03-09-2010,11,1303914.27
03-09-2010,12,1075758.55
03-09-2010,13,1911852.58
03-09-2010,14,2182563.66
03-09-2010,15,638647.21
03-09-2010,16,542087.89
03-09-2010,17,834373.73
03-09-2010,18,1187359.77
03-09-2010,19,1623519.64
03-09-2010,20,2121561.41
03-09-2010,21,727772.8
03-09-2010,22,1074535.88
03-09-2010,23,1405119.23
03-09-2010,24,1366381.6
03-09-2010,25,685700.08
03-09-2010,26,1037549.71
03-09-2010,27,1908110.9
03-09-2010,28,1523410.71
03-09-2010,29,579272.38
03-09-2010,30,461548.98
03-09-2010,31,1302047.48
03-09-2010,32,1095932.51
03-09-2010,33,237405.82
03-09-2010,34,964356.74
03-09-2010,35,948660.79
03-09-2010,36,431294.45
03-09-2010,37,510427.53
03-09-2010,38,377096.55
03-09-2010,39,1345167.61
03-09-2010,40,976453.34
03-09-2010,41,1223355.5
03-09-2010,42,524658.06
03-09-2010,43,689326.91
03-09-2010,44,295880.12
03-09-2010,45,790144.7
10-09-2010,1,1507460.69
10-09-2010,2,1839128.83
10-09-2010,3,352260.97
10-09-2010,4,1865820.81
10-09-2010,5,306533.08
10-09-2010,6,1424225.44
10-09-2010,7,535769.32
10-09-2010,8,831425.2
10-09-2010,9,484835.2
10-09-2010,10,1720530.23
10-09-2010,11,1231428.46
10-09-2010,12,903119.03
10-09-2010,13,1772143.94
10-09-2010,14,2191767.76
10-09-2010,15,641965.2
10-09-2010,16,537518.57
10-09-2010,17,1200888.28
10-09-2010,18,1011201.12
10-09-2010,19,1591453.39
10-09-2010,20,2014954.79
10-09-2010,21,674055.81
10-09-2010,22,924174.4
10-09-2010,23,1272842.85
10-09-2010,24,1474498.59
10-09-2010,25,655811.95
10-09-2010,26,1042226.3
10-09-2010,27,1913494.81
10-09-2010,28,1246062.17
10-09-2010,29,491290.37
10-09-2010,30,455162.92
10-09-2010,31,1308179.02
10-09-2010,32,1028635.39
10-09-2010,33,272834.88
10-09-2010,34,932240.96
10-09-2010,35,961685.98
10-09-2010,36,434471.38
10-09-2010,37,510296.07
10-09-2010,38,336227.69
10-09-2010,39,1279666.47
10-09-2010,40,967310.82
10-09-2010,41,1172672.27
10-09-2010,42,589091.04
10-09-2010,43,722120.04
10-09-2010,44,283455.13
10-09-2010,45,721460.22
17-09-2010,1,1430378.67
17-09-2010,2,1793903.6
17-09-2010,3,363064.64
17-09-2010,4,1899959.61
17-09-2010,5,282558.65
17-09-2010,6,1308537.75
17-09-2010,7,489408.53
17-09-2010,8,836707.85
17-09-2010,9,463448.59
17-09-2010,10,1716755.78
17-09-2010,11,1215676.31
17-09-2010,12,852882.61
17-09-2010,13,1790279.74
17-09-2010,14,1953539.85
17-09-2010,15,583210.87
17-09-2010,16,522049.52
17-09-2010,17,871264.25
17-09-2010,18,997998.21
17-09-2010,19,1386789.31
17-09-2010,20,1948359.78
17-09-2010,21,684340.86
17-09-2010,22,918285.97
17-09-2010,23,1159132.58
17-09-2010,24,1273295.46
17-09-2010,25,628989.88
17-09-2010,26,923473.7
17-09-2010,27,1629978.46
17-09-2010,28,1159812.35
17-09-2010,29,463752.89
17-09-2010,30,462058.19
17-09-2010,31,1294105.01
17-09-2010,32,1043962.36
17-09-2010,33,246277.18
17-09-2010,34,885445.47
17-09-2010,35,831443.61
17-09-2010,36,454694.21
17-09-2010,37,501251.4
17-09-2010,38,336253.19
17-09-2010,39,1252915.43
17-09-2010,40,855046.95
17-09-2010,41,1111170.91
17-09-2010,42,536871.58
17-09-2010,43,725043.04
17-09-2010,44,279364.13
17-09-2010,45,716987.58
24-09-2010,1,1351791.03
24-09-2010,2,1724557.22
24-09-2010,3,355626.87
24-09-2010,4,1810684.68
24-09-2010,5,293131.58
24-09-2010,6,1275591.84
24-09-2010,7,488008.83
24-09-2010,8,773725.08
24-09-2010,9,452905.22
24-09-2010,10,1655036.75
24-09-2010,11,1170103.25
24-09-2010,12,851919.34
24-09-2010,13,1705655.09
24-09-2010,14,1879891.13
24-09-2010,15,548542.47
24-09-2010,16,511330.32
24-09-2010,17,852876.29
24-09-2010,18,950862.92
24-09-2010,19,1318343.58
24-09-2010,20,1789687.65
24-09-2010,21,671688.06
24-09-2010,22,902779.25
24-09-2010,23,1099055.65
24-09-2010,24,1169413.27
24-09-2010,25,607819.33
24-09-2010,26,868636.3
24-09-2010,27,1597002.71
24-09-2010,28,1111797.21
24-09-2010,29,465338.41
24-09-2010,30,448392.17
24-09-2010,31,1230250.25
24-09-2010,32,1067432.1
24-09-2010,33,231976.84
24-09-2010,34,867539.07
24-09-2010,35,758069.78
24-09-2010,36,419348.59
24-09-2010,37,494265.48
24-09-2010,38,330604.9
24-09-2010,39,1199449.54
24-09-2010,40,844373.31
24-09-2010,41,1110941.78
24-09-2010,42,492262.96
24-09-2010,43,650263.95
24-09-2010,44,281313.78
24-09-2010,45,678228.58
01-10-2010,1,1453329.5
01-10-2010,2,1827440.43
01-10-2010,3,358784.1
01-10-2010,4,1842821.02
01-10-2010,5,283178.12
01-10-2010,6,1328468.89
01-10-2010,7,448998.73
01-10-2010,8,804105.49
01-10-2010,9,495692.19
01-10-2010,10,1645892.97
01-10-2010,11,1182490.46
01-10-2010,12,850936.26
01-10-2010,13,1765584.48
01-10-2010,14,1855703.66
01-10-2010,15,566945.95
01-10-2010,16,463977.54
01-10-2010,17,829207.27
01-10-2010,18,948977.5
01-10-2010,19,1379456.3
01-10-2010,20,1933719.21
01-10-2010,21,677158.39
01-10-2010,22,905987.17
01-10-2010,23,1129909.44
01-10-2010,24,1215273.2
01-10-2010,25,658640.14
01-10-2010,26,923221.52
01-10-2010,27,1543532.83
01-10-2010,28,1203080.41
01-10-2010,29,474698.01
01-10-2010,30,445475.3
01-10-2010,31,1213981.64
01-10-2010,32,1061089.56
01-10-2010,33,224294.39
01-10-2010,34,865709.11
01-10-2010,35,771065.21
01-10-2010,36,422169.47
01-10-2010,37,529877.93
01-10-2010,38,360256.58
01-10-2010,39,1219583.91
01-10-2010,40,891152.33
01-10-2010,41,1109216.35
01-10-2010,42,481523.93
01-10-2010,43,657108.77
01-10-2010,44,300152.45
01-10-2010,45,690007.76
08-10-2010,1,1508239.93
08-10-2010,2,1849921.44
08-10-2010,3,395107.35
08-10-2010,4,1951494.85
08-10-2010,5,290494.85
08-10-2010,6,1360317.9
08-10-2010,7,480239.88
08-10-2010,8,870349.86
08-10-2010,9,505069.21
08-10-2010,10,1772192.42
08-10-2010,11,1293472.8
08-10-2010,12,918335.68
08-10-2010,13,1871924.07
08-10-2010,14,2091663.2
08-10-2010,15,591603.79
08-10-2010,16,442894.2
08-10-2010,17,827738.06
08-10-2010,18,1107432.71
08-10-2010,19,1428960.72
08-10-2010,20,2060389.27
08-10-2010,21,680579.49
08-10-2010,22,1015051.62
08-10-2010,23,1179851.68
08-10-2010,24,1361944.94
08-10-2010,25,674283.86
08-10-2010,26,1001069.52
08-10-2010,27,1707662.87
08-10-2010,28,1334571.87
08-10-2010,29,530059.06
08-10-2010,30,462080.47
08-10-2010,31,1300131.68
08-10-2010,32,1085483.44
08-10-2010,33,266484.19
08-10-2010,34,931710.67
08-10-2010,35,874615.32
08-10-2010,36,444351.61
08-10-2010,37,524483.65
08-10-2010,38,351271.36
08-10-2010,39,1286598.59
08-10-2010,40,972405.38
08-10-2010,41,1162042.24
08-10-2010,42,599759.45
08-10-2010,43,713332.54
08-10-2010,44,279524.44
08-10-2010,45,745782.1
15-10-2010,1,1459409.1
15-10-2010,2,1794355.49
15-10-2010,3,345584.39
15-10-2010,4,1867345.09
15-10-2010,5,280681.2
15-10-2010,6,1344580.92
15-10-2010,7,463370.48
15-10-2010,8,826546.96
15-10-2010,9,454769.68
15-10-2010,10,1703850.25
15-10-2010,11,1175003.67
15-10-2010,12,862419.84
15-10-2010,13,1851431.06
15-10-2010,14,1932162.63
15-10-2010,15,577011.26
15-10-2010,16,452169.28
15-10-2010,17,838297.32
15-10-2010,18,1029618.1
15-10-2010,19,1369317.63
15-10-2010,20,1950676.39
15-10-2010,21,693412.05
15-10-2010,22,954401.46
15-10-2010,23,1119809.71
15-10-2010,24,1300806.74
15-10-2010,25,616094.72
15-10-2010,26,937956.89
15-10-2010,27,1728388.2
15-10-2010,28,1158062.99
15-10-2010,29,483011.69
15-10-2010,30,453943.89
15-10-2010,31,1265852.43
15-10-2010,32,1096692.88
15-10-2010,33,251732.92
15-10-2010,34,888703.62
15-10-2010,35,798376.99
15-10-2010,36,453308.15
15-10-2010,37,498925.86
15-10-2010,38,337743.26
15-10-2010,39,1238742
15-10-2010,40,917883.17
15-10-2010,41,1133913.33
15-10-2010,42,559285.35
15-10-2010,43,699852.68
15-10-2010,44,268708.43
15-10-2010,45,715263.3
22-10-2010,1,1345454
22-10-2010,2,1737947.64
22-10-2010,3,348895.98
22-10-2010,4,1927610.06
22-10-2010,5,284988.27
22-10-2010,6,1332716.53
22-10-2010,7,472450.81
22-10-2010,8,836419.14
22-10-2010,9,466322.76
22-10-2010,10,1740234.06
22-10-2010,11,1169831.38
22-10-2010,12,857883.46
22-10-2010,13,1796949.59
22-10-2010,14,1936621.09
22-10-2010,15,600395.73
22-10-2010,16,541216.92
22-10-2010,17,815093.76
22-10-2010,18,1052120.43
22-10-2010,19,1357154.71
22-10-2010,20,1893955.27
22-10-2010,21,710668.45
22-10-2010,22,960998.52
22-10-2010,23,1147503.92
22-10-2010,24,1234875.33
22-10-2010,25,661644.19
22-10-2010,26,916522.66
22-10-2010,27,1693935.29
22-10-2010,28,1120619.32
22-10-2010,29,505221.17
22-10-2010,30,459631.74
22-10-2010,31,1262289.29
22-10-2010,32,1102185
22-10-2010,33,234175.92
22-10-2010,34,936293.6
22-10-2010,35,827705.82
22-10-2010,36,424956.3
22-10-2010,37,510425.4
22-10-2010,38,339042.18
22-10-2010,39,1261109.01
22-10-2010,40,882180.91
22-10-2010,41,1156003.7
22-10-2010,42,522467.51
22-10-2010,43,680943.03
22-10-2010,44,270110.3
22-10-2010,45,730899.37
29-10-2010,1,1384209.22
29-10-2010,2,1802755.11
29-10-2010,3,348591.74
29-10-2010,4,1933333
29-10-2010,5,278031.81
29-10-2010,6,1385323.7
29-10-2010,7,465493.15
29-10-2010,8,830756.76
29-10-2010,9,508801.61
29-10-2010,10,1741308.56
29-10-2010,11,1195036
29-10-2010,12,955294.7
29-10-2010,13,1887895.07
29-10-2010,14,1984768.34
29-10-2010,15,598301.5
29-10-2010,16,495022.51
29-10-2010,17,861941.25
29-10-2010,18,1038576.54
29-10-2010,19,1404576.48
29-10-2010,20,1891816
29-10-2010,21,731756.65
29-10-2010,22,1025766.27
29-10-2010,23,1112871.23
29-10-2010,24,1244925.94
29-10-2010,25,674458.03
29-10-2010,26,895069.88
29-10-2010,27,1688955.49
29-10-2010,28,1231688.48
29-10-2010,29,527058.59
29-10-2010,30,438334.39
29-10-2010,31,1257921.28
29-10-2010,32,1115138.51
29-10-2010,33,213538.32
29-10-2010,34,926294.02
29-10-2010,35,857797.33
29-10-2010,36,392654.26
29-10-2010,37,514485.9
29-10-2010,38,341219.63
29-10-2010,39,1294769.08
29-10-2010,40,875038.84
29-10-2010,41,1144854.56
29-10-2010,42,476967.65
29-10-2010,43,610076.32
29-10-2010,44,286497.49
29-10-2010,45,732859.76
05-11-2010,1,1551659.28
05-11-2010,2,1939061.41
05-11-2010,3,423175.56
05-11-2010,4,2013115.79
05-11-2010,5,325310.3
05-11-2010,6,1505442.15
05-11-2010,7,480512.44
05-11-2010,8,927266.34
05-11-2010,9,517869.97
05-11-2010,10,1832211.96
05-11-2010,11,1332759.13
05-11-2010,12,929690.71
05-11-2010,13,1854967.66
05-11-2010,14,2078417.47
05-11-2010,15,612987.64
05-11-2010,16,446905.02
05-11-2010,17,818434.49
05-11-2010,18,1089530.94
05-11-2010,19,1435379.25
05-11-2010,20,2184316.64
05-11-2010,21,719888.76
05-11-2010,22,1006888.16
05-11-2010,23,1203119.96
05-11-2010,24,1285358.01
05-11-2010,25,696314.53
05-11-2010,26,970224.51
05-11-2010,27,1686010.02
05-11-2010,28,1501663.26
05-11-2010,29,521002.97
05-11-2010,30,484661.87
05-11-2010,31,1324455.72
05-11-2010,32,1063056.21
05-11-2010,33,246124.61
05-11-2010,34,972292.31
05-11-2010,35,843755.12
05-11-2010,36,405860.37
05-11-2010,37,539683.42
05-11-2010,38,380870.09
05-11-2010,39,1293707.19
05-11-2010,40,968270.66
05-11-2010,41,1163878.49
05-11-2010,42,565390.4
05-11-2010,43,605960.2
05-11-2010,44,270516.84
05-11-2010,45,764014.06
12-11-2010,1,1494479.49
12-11-2010,2,1916812.74
12-11-2010,3,386635.03
12-11-2010,4,1999794.26
12-11-2010,5,301827.36
12-11-2010,6,1495536.46
12-11-2010,7,507584.29
12-11-2010,8,911538.98
12-11-2010,9,520846.68
12-11-2010,10,1895901.59
12-11-2010,11,1281675.6
12-11-2010,12,942475.24
12-11-2010,13,1939964.63
12-11-2010,14,2092189.06
12-11-2010,15,619639.74
12-11-2010,16,453632.76
12-11-2010,17,855459.96
12-11-2010,18,1081322.12
12-11-2010,19,1490235.86
12-11-2010,20,2187765.28
12-11-2010,21,735796.38
12-11-2010,22,1043698.64
12-11-2010,23,1387953.75
12-11-2010,24,1312877.01
12-11-2010,25,713250.08
12-11-2010,26,971193.01
12-11-2010,27,1828010.25
12-11-2010,28,1266460.45
12-11-2010,29,524450.7
12-11-2010,30,431266.64
12-11-2010,31,1352780.76
12-11-2010,32,1141019.11
12-11-2010,33,272803.94
12-11-2010,34,979730.78
12-11-2010,35,870914.69
12-11-2010,36,425804.8
12-11-2010,37,517546.69
12-11-2010,38,340147.2
12-11-2010,39,1291398.71
12-11-2010,40,935481.32
12-11-2010,41,1175326.23
12-11-2010,42,588592.61
12-11-2010,43,595421.23
12-11-2010,44,281909.79
12-11-2010,45,765648.93
19-11-2010,1,1483784.18
19-11-2010,2,1956739.17
19-11-2010,3,372545.32
19-11-2010,4,2097809.4
19-11-2010,5,297384.81
19-11-2010,6,1518841.45
19-11-2010,7,482528.36
19-11-2010,8,885608.04
19-11-2010,9,519823.3
19-11-2010,10,1949177.13
19-11-2010,11,1292346.57
19-11-2010,12,894493.7
19-11-2010,13,1925393.91
19-11-2010,14,1968462.58
19-11-2010,15,608200.81
19-11-2010,16,458634.68
19-11-2010,17,782252.57
19-11-2010,18,1045722.37
19-11-2010,19,1377593.1
19-11-2010,20,2105058.91
19-11-2010,21,756288.89
19-11-2010,22,985896.44
19-11-2010,23,1314994.32
19-11-2010,24,1277150.6
19-11-2010,25,718056.73
19-11-2010,26,901972.7
19-11-2010,27,1704785.74
19-11-2010,28,1179315.72
19-11-2010,29,508174.55
19-11-2010,30,423707.69
19-11-2010,31,1359158.57
19-11-2010,32,1150729.89
19-11-2010,33,224639.76
19-11-2010,34,955766.33
19-11-2010,35,846850.35
19-11-2010,36,411615.71
19-11-2010,37,518124.16
19-11-2010,38,348593.99
19-11-2010,39,1370659.54
19-11-2010,40,852452.93
19-11-2010,41,1172155.28
19-11-2010,42,524316.21
19-11-2010,43,589467.35
19-11-2010,44,284322.52
19-11-2010,45,723987.85
26-11-2010,1,1955624.11
26-11-2010,2,2658725.29
26-11-2010,3,565567.84
26-11-2010,4,2789469.45
26-11-2010,5,488362.61
26-11-2010,6,2267452.4
26-11-2010,7,835189.26
26-11-2010,8,1261693.16
26-11-2010,9,768070.53
26-11-2010,10,2939946.38
26-11-2010,11,1757242.51
26-11-2010,12,1601377.41
26-11-2010,13,2766400.05
26-11-2010,14,2921709.71
26-11-2010,15,1120018.92
26-11-2010,16,651837.77
26-11-2010,17,1005448.76
26-11-2010,18,1653759.36
26-11-2010,19,1993367.83
26-11-2010,20,2811634.04
26-11-2010,21,1245628.61
26-11-2010,22,1564502.26
26-11-2010,23,2072685.05
26-11-2010,24,1779276.51
26-11-2010,25,1115240.61
26-11-2010,26,1286833.62
26-11-2010,27,2627910.75
26-11-2010,28,1937033.5
26-11-2010,29,975268.91
26-11-2010,30,462732.36
26-11-2010,31,1858856.06
26-11-2010,32,1634635.86
26-11-2010,33,240044.57
26-11-2010,34,1309476.68
26-11-2010,35,1781866.98
26-11-2010,36,408891.49
26-11-2010,37,518220.72
26-11-2010,38,360857.98
26-11-2010,39,2149355.2
26-11-2010,40,1166142.85
26-11-2010,41,1866681.57
26-11-2010,42,522296.71
26-11-2010,43,633520.34
26-11-2010,44,307646.5
